Table ID,Table Title,Table Universe,Year
B07201PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,Universe: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico,"1,5"
C07201PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--METROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,Universe: Population 1 year and over living in a Metropolitan Statistical Area in Puerto Rico,1
B07202,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--MICROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,Universe: Population 1 year and over living in a Micropolitan Statistical Area in the United States,"1,5"
B07202PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--MICROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,Universe: Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico,"1,5"
B07203,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--NOT METROPOLITAN OR MICROPOLITAN STATISTICAL AREA LEVEL IN THE UNITED STATES,Universe: Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States,"1,5"
B07203PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--NOT METROPOLITAN OR MICROPOLITAN STATISTICAL AREA LEVEL IN PUERTO RICO,Universe: Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico,"1,5"
B07204,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--STATE, COUNTY AND PLACE LEVEL IN THE UNITED STATES",Universe: Population 1 year and over in the United States,"1,5"
C07204,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--STATE, COUNTY AND PLACE LEVEL IN THE UNITED STATES",Universe: Population 1 year and over in the United States,1
B07204PR,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--STATE, COUNTY AND PLACE LEVEL IN PUERTO RICO",Universe: Population 1 year and over in Puerto Rico,"1,5"
C07204PR,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE--STATE, COUNTY AND PLACE LEVEL IN PUERTO RICO",Universe: Population 1 year and over in Puerto Rico,1
B07401,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 1 year and over in the United States,"1,5"
C07401,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 1 year and over in the United States,1
B07401PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 1 year and over,"1,5"
C07401PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY AGE FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 1 year and over,1
B07402,MEDIAN AGE BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 1 year and over in the United States,"1,5"
B07402PR,MEDIAN AGE BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 1 year and over,"1,5"
B07403,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 1 year and over in the United States,"1,5"
B07403PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY SEX FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 1 year and over,"1,5"
B07404A,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: White alone population 1 year and over in the United States,"1,5"
B07404B,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Black or African American alone population 1 year and over in the United States,"1,5"
B07404C,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: American Indian and Alaskan Native alone population 1 year and over in the United States,"1,5"
B07404D,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Asian alone population 1 year and over in the United States,"1,5"
B07404E,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Native Hawaiian and Other Pacific Islander alone population 1 year and over in the United States,"1,5"
B07404F,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Some other race alone population 1 year and over in the United States,"1,5"
B07404G,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Two or more races population 1 year and over in the United States,"1,5"
B07404H,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES","Universe: White alone, not Hispanic or Latino population 1 year and over in the United States","1,5"
B07404I,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Hispanic or Latino population 1 year and over in the United States,"1,5"
B07404APR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: White alone population 1 year and over,"1,5"
B07404BPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (BLACK OR AFRICAN AMERICAN ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Black or African American alone population 1 year and over,"1,5"
B07404CPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (AMERICAN INDIAN AND ALASKA NATIVE ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: American Indian and Alaska Native alone population 1 year and over,"1,5"
B07404DPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (ASIAN ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Asian alone population 1 year and over,"1,5"
B07404EPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Native Hawaiian and Other Pacific Islander alone population 1 year and over,"1,5"
B07404FPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Some other race alone population 1 year and over,"1,5"
B07404GPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (TWO OR MORE RACES) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Two or more races population 1 year and over,"1,5"
B07404HPR,"GEOGRAPHICAL MOBILITY IN THE PAST YEAR (WHITE ALONE, NOT HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO","Universe: White alone, not Hispanic or Latino population 1 year and over","1,5"
B07404IPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Hispanic or Latino population 1 year and over,"1,5"
B07407,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY CITIZENSHIP STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 1 year and over in the United States,"1,5"
B07407PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY CITIZENSHIP STATUS FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 1 year and over,"1,5"
B07408,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 15 years and over in the United States,"1,5"
B07408PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY MARITAL STATUS FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 15 years and over,"1,5"
B07409,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 25 years and over in the United States,"1,5"
B07409PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 25 years and over,"1,5"
B07410,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 15 years and over in the United States,"1,5"
B07410PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 15 years and over,"1,5"
B07411,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 15 years and over in the United States with income,"1,5"
B07411PR,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 15 years and over with income in the past 12 months,"1,5"
B07412,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 1 year and over in the United States for whom poverty status is determined,"1,5"
B07412PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY POVERTY STATUS IN THE PAST 12 MONTHS FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 1 year and over for whom poverty status is determined,"1,5"
B07413,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR RESIDENCE 1 YEAR AGO IN THE UNITED STATES,Universe: Population 1 year and over in households in the United States,"1,5"
B07413PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY TENURE FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,Universe: Population 1 year and over in households,"1,5"
B08006,SEX OF WORKERS BY MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over,"1,5"
C08006,SEX OF WORKERS BY MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over,1
B08007,SEX OF WORKERS BY PLACE OF WORK--STATE AND COUNTY LEVEL,Universe: Workers 16 years and over,"1,5"
B08008,SEX OF WORKERS BY PLACE OF WORK--PLACE LEVEL,Universe: Workers 16 years and over,"1,5"
B08009,"SEX OF WORKERS BY PLACE OF WORK--MINOR CIVIL DIVISION LEVEL FOR 12 SELECTED STATES (CT, ME, MA, MI, MN, NH, NJ, NY, PA, RI, VT, WI)",Universe: Workers 16 years and over,"1,5"
B08011,SEX OF WORKERS BY TIME OF DEPARTURE TO GO TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
B08012,SEX OF WORKERS BY TRAVEL TIME TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
B08013,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY SEX,Universe: Workers 16 years and over who did not work at home,"1,5"
B08014,SEX OF WORKERS BY VEHICLES AVAILABLE,Universe: Workers 16 years and over in households,"1,5"
B08015,"AGGREGATE NUMBER OF VEHICLES (CAR, TRUCK, OR VAN) USED IN COMMUTING BY WORKERS 16 YEARS AND OVER BY SEX","Universe: Workers whose means of transportation is car, truck, or van","1,5"
B08016,PLACE OF WORK FOR WORKERS 16 YEARS AND OVER--METROPOLITAN STATISTICAL AREA LEVEL,Universe: Workers 16 years and over living in a Metropolitan Statistical Area,"1,5"
C08016,PLACE OF WORK FOR WORKERS 16 YEARS AND OVER--METROPOLITAN STATISTICAL AREA LEVEL,Universe: Workers 16 years and over living in a Metropolitan Statistical Area,1
B08017,PLACE OF WORK FOR WORKERS 16 YEARS AND OVER--MICROPOLITAN STATISTICAL AREA LEVEL,Universe: Workers 16 years and over living in a Micropolitan Statistical Area,"1,5"
B08018,PLACE OF WORK FOR WORKERS 16 YEARS AND OVER--NOT METROPOLITAN OR MICROPOLITAN STATISTICAL AREA LEVEL,Universe: Workers 16 years and over not living in a Metropolitan or Micropolitan Statistical Area,"1,5"
B08101,MEANS OF TRANSPORTATION TO WORK BY AGE,Universe: Workers 16 years and over,"1,5"
C08101,MEANS OF TRANSPORTATION TO WORK BY AGE,Universe: Workers 16 years and over,1
B08103,MEDIAN AGE BY MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over,"1,5"
B08105A,MEANS OF TRANSPORTATION TO WORK (WHITE ALONE),Universe: White alone workers 16 years and over,"1,5"
B08105B,MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone workers 16 years and over,"1,5"
B08105C,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone workers 16 years and over,"1,5"
B08105D,MEANS OF TRANSPORTATION TO WORK (ASIAN ALONE),Universe: Asian alone workers 16 years and over,"1,5"
B08105E,MEANS OF TRANSPORTATION TO WORK (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and Other Pacific Islander alone workers 16 years and over,"1,5"
B08105F,MEANS OF TRANSPORTATION TO WORK (SOME OTHER RACE ALONE),Universe: Some other race alone workers 16 years and over,"1,5"
B08105G,MEANS OF TRANSPORTATION TO WORK (TWO OR MORE RACES),Universe: Two or more races workers 16 years and over,"1,5"
B08105H,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino workers 16 years and over","1,5"
B08105I,MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO),Universe: Hispanic or Latino workers 16 years and over,"1,5"
B08111,MEANS OF TRANSPORTATION TO WORK BY CITIZENSHIP STATUS,Universe: Workers 16 years and over,"1,5"
C08111,MEANS OF TRANSPORTATION TO WORK BY CITIZENSHIP STATUS,Universe: Workers 16 years and over,1
B08113,MEANS OF TRANSPORTATION TO WORK BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH,Universe: Workers 16 years and over,"1,5"
C08113,MEANS OF TRANSPORTATION TO WORK BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH,Universe: Workers 16 years and over,1
B08119,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Universe: Workers 16 years and over with earnings,"1,5"
C08119,MEANS OF TRANSPORTATION TO WORK BY WORKERS' EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Universe: Workers 16 years and over with earnings,1
B08121,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over with earnings,"1,5"
B08122,MEANS OF TRANSPORTATION TO WORK BY POVERTY STATUS IN THE PAST 12 MONTHS,Universe: Workers 16 years and over for whom poverty status is determined,"1,5"
C08122,MEANS OF TRANSPORTATION TO WORK BY POVERTY STATUS IN THE PAST 12 MONTHS,Universe: Workers 16 years and over for whom poverty status is determined,1
B08124,MEANS OF TRANSPORTATION TO WORK BY OCCUPATION,Universe: Workers 16 years and over,"1,5"
C08124,MEANS OF TRANSPORTATION TO WORK BY OCCUPATION,Universe: Workers 16 years and over,1
B08126,MEANS OF TRANSPORTATION TO WORK BY INDUSTRY,Universe: Workers 16 years and over,"1,5"
C08126,MEANS OF TRANSPORTATION TO WORK BY INDUSTRY,Universe: Workers 16 years and over,1
B08128,MEANS OF TRANSPORTATION TO WORK BY CLASS OF WORKER,Universe: Workers 16 years and over,"1,5"
C08128,MEANS OF TRANSPORTATION TO WORK BY CLASS OF WORKER,Universe: Workers 16 years and over,1
B08130,MEANS OF TRANSPORTATION TO WORK BY PLACE OF WORK--STATE AND COUNTY LEVEL,Universe: Workers 16 years and over,"1,5"
C08130,MEANS OF TRANSPORTATION TO WORK BY PLACE OF WORK--STATE AND COUNTY LEVEL,Universe: Workers 16 years and over,1
B08131,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY PLACE OF WORK--STATE AND COUNTY LEVEL,Universe: Workers 16 years and over who did not work at home,"1,5"
B08132,MEANS OF TRANSPORTATION TO WORK BY TIME OF DEPARTURE TO GO TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
C08132,MEANS OF TRANSPORTATION TO WORK BY TIME OF DEPARTURE TO GO TO WORK,Universe: Workers 16 years and over who did not work at home,1
B08133,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY TIME OF DEPARTURE TO GO TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
B08134,MEANS OF TRANSPORTATION TO WORK BY TRAVEL TIME TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
C08134,MEANS OF TRANSPORTATION TO WORK BY TRAVEL TIME TO WORK,Universe: Workers 16 years and over who did not work at home,1
B08135,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY TRAVEL TIME TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
B08136,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
C08136,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over who did not work at home,1
B08137,MEANS OF TRANSPORTATION TO WORK BY TENURE,Universe: Workers 16 years and over in households,"1,5"
B08141,MEANS OF TRANSPORTATION TO WORK BY VEHICLES AVAILABLE,Universe: Workers 16 years and over in households,"1,5"
C08141,MEANS OF TRANSPORTATION TO WORK BY VEHICLES AVAILABLE,Universe: Workers 16 years and over in households,1
B08201,HOUSEHOLD SIZE BY VEHICLES AVAILABLE,Universe: Households,"1,5"
B08202,HOUSEHOLD SIZE BY NUMBER OF WORKERS IN HOUSEHOLD,Universe: Households,"1,5"
B08203,NUMBER OF WORKERS IN HOUSEHOLD BY VEHICLES AVAILABLE,Universe: Households,"1,5"
B08301,MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over,"1,5"
C08301,MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over,1
B08302,TIME OF DEPARTURE TO GO TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
B08303,TRAVEL TIME TO WORK,Universe: Workers 16 years and over who did not work at home,"1,5"
B08406,SEX OF WORKERS BY MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,"1,5"
C08406,SEX OF WORKERS BY MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,1
B08412,SEX OF WORKERS BY TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over who did not work at home,"1,5"
B08501,MEANS OF TRANSPORTATION TO WORK BY AGE FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,"1,5"
C08501,MEANS OF TRANSPORTATION TO WORK BY AGE FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,1
B08503,MEDIAN AGE BY MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,"1,5"
B08505A,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE),Universe: White alone workers 16 years and over,"1,5"
B08505B,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone workers 16 years and over,"1,5"
B08505C,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone workers 16 years and over,"1,5"
B08505D,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (ASIAN ALONE),Universe: Asian alone workers 16 years and over,"1,5"
B08505E,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and Other Pacific Islander alone workers 16 years and over,"1,5"
B08505F,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (SOME OTHER RACE ALONE),Universe: Some other race alone workers 16 years and over,"1,5"
B08505G,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (TWO OR MORE RACES),Universe: Two or more races workers 16 years and over,"1,5"
B08505H,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino workers 16 years and over","1,5"
